"indicador_id","descripcion","nombre_indicador","categoria_indicador","unidad","aplica_municipal","aplica_distrital","es_indice_porcentaje","tipo_indicador","codigo_ine","link_fuente","concepto_id","rango_fechas","periodicidad","notas_adaptacion"
"47","Mediana alquiler anual €/m2","Mediana del alquiler anual por metro cuadrado (Euros/m2)","vivienda","€/m2","True","False","0","cantidad","69330","https://www.ine.es/jaxiT3/Tabla.htm?t=69330&L=0","","2010-2024","anual",""
"48","Mediana alquiler mensual €","Mediana del alquiler mensual (Euros)","vivienda","€","True","False","0","cantidad","69330","https://www.ine.es/jaxiT3/Tabla.htm?t=69330&L=0","","2010-2024","anual",""
"13","Tamaño medio del hogar","Tamaño medio del hogar","demográfico","👤","False","True","0","cantidad","31114","https://www.ine.es/jaxiT3/Tabla.htm?t=31114","","2015-2023","anual","Restringido a DISTRITAL (2015-2023, unico rango disponible para ese nivel). A nivel municipal usar nuevo indicador de tabla 69330 (rango amplio 2010-2024)."
"12","% de población menor de 18 años","Porcentaje de población menor de 18 años","demográfico","%","False","True","1","porcentaje","31114","https://www.ine.es/jaxiT3/Tabla.htm?t=31114","","2015-2023","anual","Desactivado a nivel MUNICIPAL: rango corto (2015-2023) sin fuente municipal de rango mas amplio disponible como sustituto. Se mantiene unicamente a nivel DISTRITAL, que es su uso previsto en el analisis."
"20","% fuente de ingreso otras prestaciones","otras prestaciones","socioeconómico","%","False","True","1","porcentaje","31107","https://www.ine.es/jaxiT3/Tabla.htm?t=31107","","2015-2023","anual","Desactivado a nivel MUNICIPAL: rango corto (2015-2023, tabla 31107) sin fuente municipal de rango mas amplio disponible como sustituto. Se mantiene unicamente a nivel DISTRITAL, que es su uso previsto en el analisis."
"19","% fuente de ingreso otros ingresos","otros ingresos","socioeconómico","%","False","True","1","porcentaje","31107","https://www.ine.es/jaxiT3/Tabla.htm?t=31107","","2015-2023","anual","Desactivado a nivel MUNICIPAL: rango corto (2015-2023, tabla 31107) sin fuente municipal de rango mas amplio disponible como sustituto. Se mantiene unicamente a nivel DISTRITAL, que es su uso previsto en el analisis."
"17","% fuente de ingreso prest. Desempleo","prestaciones por desempleo","socioeconómico","%","False","True","1","porcentaje","31107","https://www.ine.es/jaxiT3/Tabla.htm?t=31107","","2015-2023","anual","Desactivado a nivel MUNICIPAL: rango corto (2015-2023, tabla 31107) sin fuente municipal de rango mas amplio disponible como sustituto. Se mantiene unicamente a nivel DISTRITAL, que es su uso previsto en el analisis."
"18","% fuente de ingreso salario","salario","socioeconómico","%","False","True","1","porcentaje","31107","https://www.ine.es/jaxiT3/Tabla.htm?t=31107","","2015-2023","anual","Desactivado a nivel MUNICIPAL: rango corto (2015-2023, tabla 31107) sin fuente municipal de rango mas amplio disponible como sustituto. Se mantiene unicamente a nivel DISTRITAL, que es su uso previsto en el analisis."
"16","% fuente ingreso: pensiones","pensiones","socioeconómico","%","False","True","1","porcentaje","31107","https://www.ine.es/jaxiT3/Tabla.htm?t=31107","","2015-2023","anual","Desactivado a nivel MUNICIPAL: rango corto (2015-2023, tabla 31107) sin fuente municipal de rango mas amplio disponible como sustituto. Se mantiene unicamente a nivel DISTRITAL, que es su uso previsto en el analisis."
"3","% hogares unipersonales","Porcentaje de hogares unipersonales","demográfico","%","False","True","1","porcentaje","31114","https://www.ine.es/jaxiT3/Tabla.htm?t=31114","","2015-2023","anual","Restringido a DISTRITAL (2015-2023, unico rango disponible para ese nivel). A nivel municipal usar nuevo indicador de tabla 69330 (rango amplio 2010-2024)."
"15","% poblacion > 65","Porcentaje de población de 65 y más años","demográfico","%","False","True","1","porcentaje","31114","https://www.ine.es/jaxiT3/Tabla.htm?t=31114","","2015-2023","anual",""
"14","% población española","Porcentaje de población española","demográfico","%","False","True","1","porcentaje","31114","https://www.ine.es/jaxiT3/Tabla.htm?t=31114","","2015-2023","anual",""
"11","# Mujeres","Mujeres","demográfico","👤","True","False","0","cantidad","2882","https://www.ine.es/jaxiT3/Tabla.htm?t=2882","","1996-2025","anual",""
"21","# de pernoctaciones turísticas anuales","Número de pernoctaciones turísticas anuales (Número)","turismo","#","True","False","0","cantidad","69307","https://www.ine.es/jaxiT3/Datos.htm?t=69307","","2010-2024","anual",""
"22","# de plazas disponibles en establecimientos turísticos","Número de plazas disponibles en establecimientos turísticos (Número)","turismo","#","True","False","0","cantidad","69307","https://www.ine.es/jaxiT3/Datos.htm?t=69307","","2010-2024","anual",""
"42","# viviendas convencionales según Catastro","Número de viviendas convencionales según Catastro (Número)","vivienda","#","True","False","0","cantidad","69330","https://www.ine.es/jaxiT3/Tabla.htm?t=69330&L=0","","2010-2024","anual",""
"37","Número medio de hijos por mujer","Número medio de hijos por mujer (Número)","demográfico","hijos","False","False","0","cantidad","69301","https://www.ine.es/jaxiT3/Datos.htm?t=69301","","2010-2024","anual","Desactivado: datos insuficientes para analisis de correlacion."
"6","Distribución de la renta P80/P20","Distribución de la renta P80/P20","desigualdad","#","False","True","1","valor >1","37706","https://www.ine.es/jaxiT3/Tabla.htm?t=37706","","2015-2023","anual","Desactivado a nivel MUNICIPAL: rango corto (2015-2023) sin fuente municipal de rango mas amplio disponible como sustituto. Se mantiene unicamente a nivel DISTRITAL, que es su uso previsto en el analisis."
"5","Índice de Gini","Índice de Gini","desigualdad","#","False","True","1","índice(0-1)","37706","https://www.ine.es/jaxiT3/Tabla.htm?t=37706","","2015-2023","anual","Desactivado a nivel MUNICIPAL: rango corto (2015-2023) sin fuente municipal de rango mas amplio disponible como sustituto. Se mantiene unicamente a nivel DISTRITAL, que es su uso previsto en el analisis."
"39","# total de hogares","Número total de hogares (Número)","demográfico","#","True","False","0","cantidad","69330","https://www.ine.es/jaxiT3/Tabla.htm?t=69330&L=0","","2010-2024","anual","Nueva fuente recomendada (tabla 69330). Prioridad alta: cubre vivienda/alquiler, dimension ausente en el seed original."
"32","# Población residente","Población residente (Personas)","demográfico","👤","True","False","0","cantidad","69301","https://www.ine.es/jaxiT3/Datos.htm?t=69301","poblacion_total","2010-2024","anual",""
"30","% Proporción de empleo en industria (NACE Rev.2 B-E)","Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje)","socioeconómico","%","True","False","1","porcentaje","69303","https://www.ine.es/jaxiT3/Tabla.htm?t=69303","","2010-2024","anual",""
"26","% Proporción de empleo en servicios (NACE Rev.2 G-U)","Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje)","socioeconómico","%","True","False","1","porcentaje","69303","https://www.ine.es/jaxiT3/Tabla.htm?t=69303","","2010-2024","anual",""
"7","% Proporción de extranjeros sobre la población total","Proporción de extranjeros sobre la población total (Porcentaje)","demográfico","%","True","False","1","porcentaje","69301","https://www.ine.es/jaxiT3/Datos.htm?t=69301","","2010-2024","anual",""
"41","% hogares de una persona (municipal, rango amplio)","Proporción de hogares de una persona sobre el total de hogares (Porcentaje)","demográfico","%","True","False","1","porcentaje","69330","https://www.ine.es/jaxiT3/Tabla.htm?t=69330&L=0","","2010-2024","anual","Fuente prioritaria a nivel MUNICIPAL (rango amplio 2010-2024). Complementa id 3 (distrital, 31114, 2015-2023)."
"35","% Proporción de nacidos en el extranjero sobre la población total","Proporción de nacidos en el extranjero sobre la población total (Porcentaje)","demográfico","%","True","False","1","porcentaje","69301","https://www.ine.es/jaxiT3/Datos.htm?t=69301","","2010-2024","anual",""
"34","% Proporción de nacionales sobre la población total","Proporción de nacionales sobre la población total (Porcentaje)","demográfico","%","True","False","1","porcentaje","69301","https://www.ine.es/jaxiT3/Datos.htm?t=69301","","2010-2024","anual",""
"75","% nativos nacionales sobre población total","Proporción de nativos nacionales sobre la población total (Porcentaje)","demográfico","%","True","False","1","porcentaje","69301","https://www.ine.es/jaxiT3/Datos.htm?t=69301","","2010-2024","anual","Concepto nuevo, sin duplicado. Distinto de id 14/id 34 (nacionalidad española, incluye naturalizados) vs. este indicador (nacidos en España, criterio de nativity)."
"24","% Proporción de ocupados entre 20-64 años sobre la población activa","Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje)","socioeconómico","%","True","False","1","porcentaje","69303","https://www.ine.es/jaxiT3/Tabla.htm?t=69303","","2010-2024","anual",""
"33","% Proporción de población >=65 años","Proporción de población >=65 años (Porcentaje)","demográfico","%","True","False","1","porcentaje","69301","https://www.ine.es/jaxiT3/Datos.htm?t=69301","","2010-2024","anual",""
"73","% población de 0-14 años","Proporción de población de  0-14 años (Porcentaje)","demográfico","%","True","False","1","porcentaje","69301","https://www.ine.es/jaxiT3/Datos.htm?t=69301","","2010-2024","anual","Concepto nuevo, sin duplicado en el seed. Complementa (no reemplaza) id 12 '% poblacion menor de 18 años' (31114): corte de edad distinto (0-14 vs 0-17), se mantienen ambos."
"43","# viviendas convencionales según Censo","Número de viviendas convencionales según Censo (Número)","vivienda","#","False","False","0","cantidad","69330","https://www.ine.es/jaxiT3/Tabla.htm?t=69330&L=0","","2010-2024","anual",""
"44","% viviendas vacías","Proporción de viviendas vacías (Porcentaje)","vivienda","%","False","False","1","porcentaje","69330","https://www.ine.es/jaxiT3/Tabla.htm?t=69330&L=0","","2010-2024","anual","Desactivado: falta de datos (la fuente, tabla 69330, publica muy pocos años para Málaga). Predictor de tension de mercado (baja vacancia -> presion al alza en precios), pendiente de reactivar si se consigue mas historico."
"31","% Proporción de población de 15-64 años","Proporción de población de 15-64 años (Porcentaje)","demográfico","%","True","False","1","porcentaje","69301","https://www.ine.es/jaxiT3/Datos.htm?t=69301","","2010-2024","anual",""
"70","Relación zonas verdes/deportivas/ocio sobre residencial","Relación de zona verdes, deportivas y de ocio sobre zonas urbanas residenciales continuas y discontinuas","urbano","ratio","False","False","0","valor >0","69333","https://www.ine.es/jaxiT3/Tabla.htm?t=69333&L=0","","2010-2024","anual","Desactivado: la fuente (tabla 69333) tiene la mayoria de años sin publicar para Málaga (solo 1 dato disponible)."
"27","€ Renta neta media anual de los hogares","Renta neta media anual de los hogares (Euros)","socioeconómico","€","True","False","0","cantidad","69303","https://www.ine.es/jaxiT3/Tabla.htm?t=69303","","2010-2024","anual","Fuente prioritaria para renta por hogar a nivel MUNICIPAL (rango amplio 2010-2024)."
"38","€ Renta neta media anual por habitante","Renta neta media anual por habitante (Euros)","socioeconómico","€","True","False","0","cantidad","69303","https://www.ine.es/jaxiT3/Tabla.htm?t=69303","","2010-2024","anual","Corregido: aplica_municipal debia ser TRUE (tabla 69303 es solo municipal). Fuente prioritaria para renta por persona a nivel MUNICIPAL (rango amplio 2010-2024)."
"49","Primer cuartil alquiler anual €/m2","Primer cuartil del alquiler anual por metro cuadrado (Euros/m2)","vivienda","€/m2","False","False","0","cantidad","69330","https://www.ine.es/jaxiT3/Tabla.htm?t=69330&L=0","","2010-2024","anual","Desactivado a nivel MUNICIPAL: mide dispersion del alquiler (P25/P75), no tendencia central. Se conserva la mediana de alquiler (ids 46-47) como señal principal de nivel; los cuartiles añaden poco valor directo a un modelo de PRECIO DE COMPRA y aumentan correlacion con las otras variables de alquiler ya activas. Fila conservada como referencia/documentacion de la fuente, inactiva."
"50","Primer cuartil alquiler mensual €","Primer cuartil del alquiler mensual (Euros)","vivienda","€","False","False","0","cantidad","69330","https://www.ine.es/jaxiT3/Tabla.htm?t=69330&L=0","","2010-2024","anual","Desactivado a nivel MUNICIPAL: mide dispersion del alquiler (P25/P75), no tendencia central. Se conserva la mediana de alquiler (ids 46-47) como señal principal de nivel; los cuartiles añaden poco valor directo a un modelo de PRECIO DE COMPRA y aumentan correlacion con las otras variables de alquiler ya activas. Fila conservada como referencia/documentacion de la fuente, inactiva."
"51","Tercer cuartil alquiler anual €/m2","Tercer cuartil del alquiler anual por metro cuadrado (Euros/m2)","vivienda","€/m2","False","False","0","cantidad","69330","https://www.ine.es/jaxiT3/Tabla.htm?t=69330&L=0","","2010-2024","anual","Desactivado a nivel MUNICIPAL: mide dispersion del alquiler (P25/P75), no tendencia central. Se conserva la mediana de alquiler (ids 46-47) como señal principal de nivel; los cuartiles añaden poco valor directo a un modelo de PRECIO DE COMPRA y aumentan correlacion con las otras variables de alquiler ya activas. Fila conservada como referencia/documentacion de la fuente, inactiva."
"52","Precio medio de la vivienda €","Precio medio de la vivienda (Euros)","vivienda","€","False","False","0","cantidad","69330","https://www.ine.es/jaxiT3/Tabla.htm?t=69330&L=0","","2010-2024","anual","Desactivado a nivel MUNICIPAL: redundante con la variable objetivo del proyecto (precio de vivienda, fuente Tinsa/Ministerio, disponible trimestral a nivel municipal Y distrital). Mantenerlo activo como feature supondria riesgo de data leakage (el modelo predeciria precio a partir de una proxy casi identica del propio precio). Se conserva la fila en el seed solo como referencia/documentacion de la fuente, inactiva."
"53","Precio medio vivienda tipo piso €","Precio medio de la vivienda tipo piso (Euros)","vivienda","€","False","False","0","cantidad","69330","https://www.ine.es/jaxiT3/Tabla.htm?t=69330&L=0","","2010-2024","anual","Desactivado a nivel MUNICIPAL: redundante con la variable objetivo del proyecto (precio de vivienda, fuente Tinsa/Ministerio, disponible trimestral a nivel municipal Y distrital). Mantenerlo activo como feature supondria riesgo de data leakage (el modelo predeciria precio a partir de una proxy casi identica del propio precio). Se conserva la fila en el seed solo como referencia/documentacion de la fuente, inactiva."
"54","Precio medio vivienda tipo unifamiliar €","Precio medio de la vivienda tipo unifamiliar (Euros)","vivienda","€","False","False","0","cantidad","69330","https://www.ine.es/jaxiT3/Tabla.htm?t=69330&L=0","","2010-2024","anual","Desactivado a nivel MUNICIPAL: redundante con la variable objetivo del proyecto (precio de vivienda, fuente Tinsa/Ministerio, disponible trimestral a nivel municipal Y distrital). Mantenerlo activo como feature supondria riesgo de data leakage (el modelo predeciria precio a partir de una proxy casi identica del propio precio). Se conserva la fila en el seed solo como referencia/documentacion de la fuente, inactiva."
"55","Precio medio €/m2","Precio medio por metro cuadrado de la vivienda (Euros/m2)","vivienda","€/m2","False","False","0","cantidad","69330","https://www.ine.es/jaxiT3/Tabla.htm?t=69330&L=0","","2010-2024","anual","Desactivado a nivel MUNICIPAL: redundante con la variable objetivo del proyecto (precio de vivienda, fuente Tinsa/Ministerio, disponible trimestral a nivel municipal Y distrital). Mantenerlo activo como feature supondria riesgo de data leakage (el modelo predeciria precio a partir de una proxy casi identica del propio precio). Se conserva la fila en el seed solo como referencia/documentacion de la fuente, inactiva."
"56","Precio medio €/m2 tipo piso","Precio medio por metro cuadrado de la vivienda tipo piso (Euros/m2)","vivienda","€/m2","False","False","0","cantidad","69330","https://www.ine.es/jaxiT3/Tabla.htm?t=69330&L=0","","2010-2024","anual","Desactivado a nivel MUNICIPAL: redundante con la variable objetivo del proyecto (precio de vivienda, fuente Tinsa/Ministerio, disponible trimestral a nivel municipal Y distrital). Mantenerlo activo como feature supondria riesgo de data leakage (el modelo predeciria precio a partir de una proxy casi identica del propio precio). Se conserva la fila en el seed solo como referencia/documentacion de la fuente, inactiva."
"57","Precio medio €/m2 tipo unifamiliar","Precio medio por metro cuadrado de la vivienda tipo unifamiliar (Euros/m2)","vivienda","€/m2","False","False","0","cantidad","69330","https://www.ine.es/jaxiT3/Tabla.htm?t=69330&L=0","","2010-2024","anual","Desactivado a nivel MUNICIPAL: redundante con la variable objetivo del proyecto (precio de vivienda, fuente Tinsa/Ministerio, disponible trimestral a nivel municipal Y distrital). Mantenerlo activo como feature supondria riesgo de data leakage (el modelo predeciria precio a partir de una proxy casi identica del propio precio). Se conserva la fila en el seed solo como referencia/documentacion de la fuente, inactiva."
"28","€ Renta neta media anual por unidad de consumo","Renta neta media anual por unidad de consumo (Euros)","socioeconómico","€","False","False","0","cantidad","69303","https://www.ine.es/jaxiT3/Tabla.htm?t=69303","","2010-2024","anual","Desactivado: datos insuficientes para analisis de correlacion."
"59","Delitos contra libertad sexual (tasa ‰)","Delitos contra la libertad sexual (Tasa por mil habitantes)","seguridad","‰","False","False","0","tasa (‰)","69330","https://www.ine.es/jaxiT3/Tabla.htm?t=69330&L=0","","2010-2024","anual","Desactivado por decision del equipo del TFM (dato insuficiente/no fiable para su uso en el analisis)."
"58","Robos y hurtos (tasa ‰)","Robos y hurtos (Tasa por mil habitantes)","seguridad","‰","False","False","0","tasa (‰)","69330","https://www.ine.es/jaxiT3/Tabla.htm?t=69330&L=0","","2010-2024","anual","Desactivado: datos insuficientes para analisis de correlacion. Proxy de calidad de vida/zona, con correlacion conocida con precio de vivienda; pendiente de reactivar si se consigue mas historico."
"61","Superficie total (Km2)","Superficie total (Km2)","urbano","km2","False","False","0","cantidad","69333","https://www.ine.es/jaxiT3/Tabla.htm?t=69333&L=0","","2010-2024","anual","Desactivado: se desactiva junto al resto de indicadores de la tabla 69333 (mayoria de años sin publicar para Málaga)."
"62","% uso suelo: tejido urbano residencial continuo","Uso del suelo (%): Tejido urbano residencial continuo","urbano","%","False","False","1","porcentaje","69333","https://www.ine.es/jaxiT3/Tabla.htm?t=69333&L=0","","2010-2024","anual","Desactivado: la fuente (tabla 69333) tiene la mayoria de años sin publicar para Málaga (solo 1 dato disponible)."
"63","% uso suelo: tejido urbano residencial discontinuo","Uso del suelo (%): Tejido urbano residencial discontinuo","urbano","%","False","False","1","porcentaje","69333","https://www.ine.es/jaxiT3/Tabla.htm?t=69333&L=0","","2010-2024","anual","Desactivado: la fuente (tabla 69333) tiene la mayoria de años sin publicar para Málaga (solo 1 dato disponible)."
"64","% uso suelo: unidades industriales/comerciales/públicas/militares/privadas","Uso del suelo (%): Unidades industriales, comerciales, públicas, militares y priva","urbano","%","False","False","1","porcentaje","69333","https://www.ine.es/jaxiT3/Tabla.htm?t=69333&L=0","","2010-2024","anual","Desactivado: la fuente (tabla 69333) tiene la mayoria de años sin publicar para Málaga (solo 1 dato disponible)."
"65","% uso suelo: infraestructuras de transporte","Uso del suelo (%): Infraestructuras de transporte","urbano","%","False","False","1","porcentaje","69333","https://www.ine.es/jaxiT3/Tabla.htm?t=69333&L=0","","2010-2024","anual","Desactivado: la fuente (tabla 69333) tiene la mayoria de años sin publicar para Málaga (solo 1 dato disponible)."
"66","% uso suelo: otras zonas artificiales","Uso del suelo (%): Otras zonas artificiales","urbano","%","False","False","1","porcentaje","69333","https://www.ine.es/jaxiT3/Tabla.htm?t=69333&L=0","","2010-2024","anual","Desactivado: la fuente (tabla 69333) tiene la mayoria de años sin publicar para Málaga (solo 1 dato disponible)."
"67","% uso suelo: zonas verdes urbanas, deportivas y de ocio","Uso del suelo (%): Zonas verdes urbanas, instalaciones deportivas y de ocio","urbano","%","False","False","1","porcentaje","69333","https://www.ine.es/jaxiT3/Tabla.htm?t=69333&L=0","","2010-2024","anual","Desactivado: la fuente (tabla 69333) tiene la mayoria de años sin publicar para Málaga (solo 1 dato disponible)."
"68","% uso suelo: zonas agrícolas","Uso del suelo (%): Zonas agrícolas","urbano","%","False","False","1","porcentaje","69333","https://www.ine.es/jaxiT3/Tabla.htm?t=69333&L=0","","2010-2024","anual","Desactivado: la fuente (tabla 69333) tiene la mayoria de años sin publicar para Málaga (solo 1 dato disponible)."
"69","% uso suelo: zonas naturales","Uso del suelo (%): Zonas naturales","urbano","%","False","False","1","porcentaje","69333","https://www.ine.es/jaxiT3/Tabla.htm?t=69333&L=0","","2010-2024","anual","Desactivado: la fuente (tabla 69333) tiene la mayoria de años sin publicar para Málaga (solo 1 dato disponible)."
"40","Tamaño medio del hogar (municipal, rango amplio)","Tamaño medio de los hogares (Número)","demográfico","👤","True","False","0","cantidad","69330","https://www.ine.es/jaxiT3/Tabla.htm?t=69330&L=0","","2010-2024","anual","Fuente prioritaria a nivel MUNICIPAL (rango amplio 2010-2024). Complementa id 13 (distrital, 31114, 2015-2023)."
"71","% población con ingresos por debajo del 60% de la mediana","Población con ingresos por unidad de consumo por debajo 60% de la mediana","desigualdad","%","False","True","1","porcentaje","31111","https://www.ine.es/jaxiT3/Tabla.htm?t=31111&L=0","","2015-2023","anual","Desactivado a nivel MUNICIPAL: rango corto (2015-2023, tabla 31111) sin fuente municipal de rango mas amplio disponible como sustituto. Se mantiene unicamente a nivel DISTRITAL, que es su uso previsto en el analisis."
"72","% población con ingresos por encima del 160% de la mediana","Población con ingresos por unidad de consumo por encima 160% de la mediana","desigualdad","%","False","True","1","porcentaje","31111","https://www.ine.es/jaxiT3/Tabla.htm?t=31111&L=0","","2015-2023","anual","Desactivado a nivel MUNICIPAL: rango corto (2015-2023, tabla 31111) sin fuente municipal de rango mas amplio disponible como sustituto. Se mantiene unicamente a nivel DISTRITAL, que es su uso previsto en el analisis."
"76","Tasa bruta de mortalidad","Tasa bruta de mortalidad (Tanto por mil de personas)","demográfico","‰","True","False","0","tasa (‰)","69301","https://www.ine.es/jaxiT3/Datos.htm?t=69301","","2010-2024","anual","Concepto nuevo, sin duplicado en el seed. Complementa id 36 (tasa bruta de natalidad)."
"36","Tasa bruta de natalidad","Tasa bruta de natalidad (Tantos por mil de personas)","demográfico","‰","True","False","0","tasa (‰)","69301","https://www.ine.es/jaxiT3/Datos.htm?t=69301","","2010-2024","anual",""
"25","% Tasa de actividad(laboral)","Tasa de actividad (Porcentaje)","socioeconómico","%","True","False","1","porcentaje","69303","https://www.ine.es/jaxiT3/Tabla.htm?t=69303","","2010-2024","anual",""
"23","% Tasa de desempleo","Tasa de desempleo (Porcentaje)","socioeconómico","%","True","False","1","porcentaje","69303","https://www.ine.es/jaxiT3/Tabla.htm?t=69303","","2010-2024","anual",""
"60","Total infracciones penales (tasa ‰)","Total infracciones penales (Tasa por mil habitantes)","seguridad","‰","False","False","0","tasa (‰)","69330","https://www.ine.es/jaxiT3/Tabla.htm?t=69330&L=0","","2010-2024","anual","Desactivado: datos insuficientes para analisis de correlacion."
"78","% población con ingresos por debajo del 40% de la mediana","Población con ingresos por unidad de consumo por debajo 40% de la mediana","desigualdad","%","False","True","1","porcentaje","31111","https://www.ine.es/jaxiT3/Tabla.htm?t=31111&L=0","","2015-2023","anual","Desactivado a nivel MUNICIPAL: rango corto (2015-2023, tabla 31111) sin fuente municipal de rango mas amplio disponible como sustituto. Se mantiene unicamente a nivel DISTRITAL, que es su uso previsto en el analisis."
"79","% población con ingresos por debajo del 50% de la mediana","Población con ingresos por unidad de consumo por debajo 50% de la mediana","desigualdad","%","False","True","1","porcentaje","31111","https://www.ine.es/jaxiT3/Tabla.htm?t=31111&L=0","","2015-2023","anual","Desactivado a nivel MUNICIPAL: rango corto (2015-2023, tabla 31111) sin fuente municipal de rango mas amplio disponible como sustituto. Se mantiene unicamente a nivel DISTRITAL, que es su uso previsto en el analisis."
"80","% población con ingresos por encima del 140% de la mediana","Población con ingresos por unidad de consumo por encima 140% de la mediana","desigualdad","%","False","True","1","porcentaje","31111","https://www.ine.es/jaxiT3/Tabla.htm?t=31111&L=0","","2015-2023","anual","Desactivado a nivel MUNICIPAL: rango corto (2015-2023, tabla 31111) sin fuente municipal de rango mas amplio disponible como sustituto. Se mantiene unicamente a nivel DISTRITAL, que es su uso previsto en el analisis."
"81","% población con ingresos por encima del 200% de la mediana","Población con ingresos por unidad de consumo por encima 200% de la mediana","desigualdad","%","False","True","1","porcentaje","31111","https://www.ine.es/jaxiT3/Tabla.htm?t=31111&L=0","","2015-2023","anual","Desactivado a nivel MUNICIPAL: rango corto (2015-2023, tabla 31111) sin fuente municipal de rango mas amplio disponible como sustituto. Se mantiene unicamente a nivel DISTRITAL, que es su uso previsto en el analisis."
